"state","county","ownership","resident_count","avg_annual_pay","position"
"Georgia","Oglethorpe County","Total Covered",198,33737.01,17
"Georgia","Paulding County","Total Covered",2064,36726.01,15
"Georgia","Peach County","Total Covered",523,38586.01,12
"Georgia","Pickens County","Total Covered",725,45613.01,14
"Georgia","Pierce County","Total Covered",352,34821.01,13
"Georgia","Pike County","Total Covered",266,34735.01,11
"Georgia","Polk County","Total Covered",627,38323.01,11
"Georgia","Pulaski County","Total Covered",202,40554.01,14
"Georgia","Putnam County","Total Covered",454,33871.01,13
"Georgia","Quitman County","Total Covered",37,33040.01,14
"Georgia","Rabun County","Total Covered",479,30866.01,12
"Georgia","Randolph County","Total Covered",159,33251.01,15
"Georgia","Richmond County","Total Covered",4428,45595.01,15
"Georgia","Rockdale County","Total Covered",1958,46475.01,15
"Georgia","Schley County","Total Covered",58,36238.01,13
"Georgia","Screven County","Total Covered",245,33921.01,14
"Georgia","Seminole County","Total Covered",212,35661.01,15
"Georgia","Spalding County","Total Covered",1185,37120.01,15
"Georgia","Stephens County","Total Covered",553,38728.01,15
"Georgia","Stewart County","Total Covered",88,42876.01,14
"Georgia","Sumter County","Total Covered",660,37796.01,13
"Georgia","Talbot County","Total Covered",85,34004.01,13
"Georgia","Taliaferro County","Total Covered",25,28864.01,17
"Georgia","Tattnall County","Total Covered",331,35516.01,15
"Georgia","Taylor County","Total Covered",145,36874.01,13
"Georgia","Telfair County","Total Covered",214,31586.01,14
"Georgia","Terrell County","Total Covered",204,32908.01,14
"Georgia","Thomas County","Total Covered",1409,42227.01,13
"Georgia","Tift County","Total Covered",1063,38466.01,11
"Georgia","Toombs County","Total Covered",678,34465.01,13
"Georgia","Towns County","Total Covered",281,33246.01,12
"Georgia","Treutlen County","Total Covered",94,31363.01,15
"Georgia","Troup County","Total Covered",1516,44003.01,12
"Georgia","Turner County","Total Covered",172,31838.01,13
"Georgia","Twiggs County","Total Covered",102,36672.01,13
"Georgia","Union County","Total Covered",570,37393.01,12
"Georgia","Upson County","Total Covered",451,36577.01,12
"Georgia","Walker County","Total Covered",717,34818.01,13
"Georgia","Walton County","Total Covered",1720,43041.01,13
"Georgia","Ware County","Total Covered",887,34480.01,11
"Georgia","Warren County","Total Covered",92,42149.01,13
"Georgia","Washington County","Total Covered",376,37947.01,17
"Georgia","Wayne County","Total Covered",564,40630.01,12
"Georgia","Webster County","Total Covered",37,42657.01,14
"Georgia","Wheeler County","Total Covered",75,33671.01,14
"Georgia","White County","Total Covered",656,31777.01,12
"Georgia","Whitfield County","Total Covered",2248,43663.01,16
"Georgia","Wilcox County","Total Covered",106,30245.01,13
"Georgia","Wilkes County","Total Covered",233,34394.01,13
"Georgia","Wilkinson County","Total Covered",162,41159.01,16
"Georgia","Worth County","Total Covered",287,34592.01,12
"Georgia","Unknown Or Undefined","Total Covered",31950,78358.01,20
"Hawaii","Hawaii County","Total Covered",5549,44172.01,13
"Hawaii","Honolulu County","Total Covered",26315,53111.01,15
"Hawaii","Kauai County","Total Covered",2748,45929.01,12
"Hawaii","Maui + Kalawao County","Total Covered",6319,45942.01,21
"Hawaii","Unknown Or Undefined","Total Covered",1244,72942.01,20
"Idaho","Ada County","Total Covered",16471,50463.01,10
"Idaho","Adams County","Total Covered",184,37169.01,12
"Idaho","Bannock County","Total Covered",2352,36908.01,14
"Idaho","Bear Lake County","Total Covered",229,29136.01,16
"Idaho","Benewah County","Total Covered",346,40457.01,14
"Idaho","Bingham County","Total Covered",1116,35566.01,14
"Idaho","Blaine County","Total Covered",1652,42807.01,13
"Idaho","Boise County","Total Covered",202,28402.01,12
"Idaho","Bonner County","Total Covered",1733,36373.01,13
"Idaho","Bonneville County","Total Covered",3962,38608.01,17
"Idaho","Boundary County","Total Covered",476,37175.01,15
"Idaho","Butte County","Total Covered",141,92355.01,12
"Idaho","Camas County","Total Covered",62,52616.01,12
"Idaho","Canyon County","Total Covered",5276,36833.01,13
"Idaho","Caribou County","Total Covered",298,54455.01,14
"Idaho","Cassia County","Total Covered",920,36762.01,13
"Idaho","Clark County","Total Covered",49,42936.01,12
"Idaho","Clearwater County","Total Covered",311,37351.01,17
"Idaho","Custer County","Total Covered",251,31787.01,13
"Idaho","Elmore County","Total Covered",623,34380.01,13
"Idaho","Franklin County","Total Covered",421,30080.01,15
"Idaho","Fremont County","Total Covered",399,34704.01,14
"Idaho","Gem County","Total Covered",487,33297.01,10
"Idaho","Gooding County","Total Covered",549,36549.01,14
"Idaho","Idaho County","Total Covered",575,36270.01,12
"Idaho","Jefferson County","Total Covered",704,32931.01,16
"Idaho","Jerome County","Total Covered",708,38118.01,13
"Idaho","Kootenai County","Total Covered",5463,39469.01,15
"Idaho","Latah County","Total Covered",1104,37286.01,12
"Idaho","Lemhi County","Total Covered",384,34549.01,12
"Idaho","Lewis County","Total Covered",210,31954.01,12
"Idaho","Lincoln County","Total Covered",164,36207.01,14
"Idaho","Madison County","Total Covered",1034,30834.01,14
"Idaho","Minidoka County","Total Covered",612,37938.01,15
"Idaho","Nez Perce County","Total Covered",1243,41630.01,16
"Idaho","Oneida County","Total Covered",145,27350.01,13
"Idaho","Owyhee County","Total Covered",294,35079.01,13
"Idaho","Payette County","Total Covered",623,36047.01,14
"Idaho","Power County","Total Covered",241,42014.01,12
"Idaho","Shoshone County","Total Covered",418,38202.01,15
"Idaho","Teton County","Total Covered",562,36095.01,12
"Idaho","Twin Falls County","Total Covered",2941,35710.01,17
"Idaho","Valley County","Total Covered",651,36116.01,13
"Idaho","Washington County","Total Covered",282,33510.01,17
"Idaho","Unknown Or Undefined","Total Covered",6768,74948.01,20
"Illinois","Adams County","Total Covered",1738,42078.01,12
"Illinois","Alexander County","Total Covered",99,37658.01,16
"Illinois","Bond County","Total Covered",306,41342.01,11
"Illinois","Boone County","Total Covered",851,49196.01,12
"Illinois","Brown County","Total Covered",121,45909.01,12
"Illinois","Bureau County","Total Covered",788,40719.01,13
"Illinois","Calhoun County","Total Covered",98,26038.01,14
"Illinois","Carroll County","Total Covered",413,35192.01,14
"Illinois","Cass County","Total Covered",279,35907.01,11
"Illinois","Champaign County","Total Covered",4087,47978.01,16
"Illinois","Christian County","Total Covered",691,37321.01,16
"Illinois","Clark County","Total Covered",322,37253.01,12
"Illinois","Clay County","Total Covered",361,38084.01,11
"Illinois","Clinton County","Total Covered",879,37206.01,14
"Illinois","Coles County","Total Covered",1063,38351.01,12
"Illinois","Cook County","Total Covered",137526,67308.01,11
"Illinois","Crawford County","Total Covered",416,49991.01,15
"Illinois","Cumberland County","Total Covered",203,33213.01,17
"Illinois","DeKalb County","Total Covered",2020,43660.01,13
"Illinois","DeWitt County","Total Covered",380,51025.01,13
"Illinois","Douglas County","Total Covered",593,39076.01,14
"Illinois","DuPage County","Total Covered",34371,64153.01,13
"Illinois","Edgar County","Total Covered",371,42064.01,12
"Illinois","Edwards County","Total Covered",154,40189.01,14
"Illinois","Effingham County","Total Covered",1194,39609.01,16
"Illinois","Fayette County","Total Covered",473,33389.01,14
"Illinois","Ford County","Total Covered",349,41921.01,11
"Illinois","Franklin County","Total Covered",743,37230.01,15
"Illinois","Fulton County","Total Covered",667,34326.01,13
"Illinois","Gallatin County","Total Covered",128,45358.01,15
"Illinois","Greene County","Total Covered",236,31326.01,13
"Illinois","Grundy County","Total Covered",1162,55170.01,13
"Illinois","Hamilton County","Total Covered",205,42640.01,15
"Illinois","Hancock County","Total Covered",412,35030.01,14
"Illinois","Hardin County","Total Covered",62,30732.01,13
"Illinois","Henderson County","Total Covered",136,28567.01,16
"Illinois","Henry County","Total Covered",1010,38474.01,12
"Illinois","Iroquois County","Total Covered",737,34464.01,15
"Illinois","Jackson County","Total Covered",1189,46121.01,14
"Illinois","Jasper County","Total Covered",237,38172.01,13
"Illinois","Jefferson County","Total Covered",891,42074.01,16
"Illinois","Jersey County","Total Covered",405,33664.01,13
"Illinois","Jo Daviess County","Total Covered",728,35207.01,17
"Illinois","Johnson County","Total Covered",181,45037.01,14
"Illinois","Kane County","Total Covered",12490,49353.01,11
"Illinois","Kankakee County","Total Covered",2255,42528.01,15
"Illinois","Kendall County","Total Covered",2134,42132.01,14
"Illinois","Knox County","Total Covered",1030,35553.01,11
"Illinois","Lake County","Total Covered",20132,75427.01,11
"Illinois","LaSalle County","Total Covered",2539,45430.01,14
"Illinois","Lawrence County","Total Covered",260,40572.01,15
"Illinois","Lee County","Total Covered",701,45129.01,10
"Illinois","Livingston County","Total Covered",866,44791.01,17
"Illinois","Logan County","Total Covered",566,41711.01,12
"Illinois","McDonough County","Total Covered",603,39716.01,16
"Illinois","McHenry County","Total Covered",7791,45217.01,14
"Illinois","McLean County","Total Covered",3363,52687.01,13
"Illinois","Macon County","Total Covered",2182,51690.01,12
"Illinois","Macoupin County","Total Covered",887,35978.01,15
"Illinois","Madison County","Total Covered",5384,43697.01,14
"Illinois","Marion County","Total Covered",830,38581.01,13
"Illinois","Marshall County","Total Covered",263,36616.01,15
"Illinois","Mason County","Total Covered",312,34734.01,12
"Illinois","Massac County","Total Covered",208,43931.01,13
"Illinois","Menard County","Total Covered",218,31714.01,13
"Illinois","Mercer County","Total Covered",289,33238.01,13
"Illinois","Monroe County","Total Covered",768,35165.01,13
"Illinois","Montgomery County","Total Covered",698,38356.01,17
"Illinois","Morgan County","Total Covered",751,40692.01,13
"Illinois","Moultrie County","Total Covered",345,39572.01,15
"Illinois","Ogle County","Total Covered",1025,45369.01,11
"Illinois","Peoria County","Total Covered",4181,60367.01,13
"Illinois","Perry County","Total Covered",350,37991.01,12
"Illinois","Piatt County","Total Covered",362,35161.01,12
"Illinois","Pike County","Total Covered",415,34357.01,11
"Illinois","Pope County","Total Covered",53,31348.01,11
"Illinois","Pulaski County","Total Covered",111,46193.01,14
"Illinois","Putnam County","Total Covered",160,45679.01,13
"Illinois","Randolph County","Total Covered",612,40618.01,15
"Illinois","Richland County","Total Covered",420,36388.01,15
"Illinois","Rock Island County","Total Covered",2924,56220.01,18
"Illinois","St. Clair County","Total Covered",5054,43158.01,16
"Illinois","Saline County","Total Covered",522,35165.01,13
"Illinois","Sangamon County","Total Covered",4814,54319.01,15
"Illinois","Schuyler County","Total Covered",153,39271.01,15
"Illinois","Scott County","Total Covered",91,36535.01,12
"Illinois","Shelby County","Total Covered",453,36345.01,13
"Illinois","Stark County","Total Covered",133,37513.01,12
"Illinois","Stephenson County","Total Covered",1040,42689.01,17
"Illinois","Tazewell County","Total Covered",2626,46236.01,15
"Illinois","Union County","Total Covered",339,34681.01,12
"Illinois","Vermilion County","Total Covered",1365,42671.01,16
"Illinois","Wabash County","Total Covered",276,38737.01,13
"Illinois","Warren County","Total Covered",376,36407.01,13
"Illinois","Washington County","Total Covered",402,47223.01,17
"Illinois","Wayne County","Total Covered",383,32102.01,12
"Illinois","White County","Total Covered",367,36401.01,12
"Illinois","Whiteside County","Total Covered",1225,39314.01,16
"Illinois","Will County","Total Covered",14684,47604.01,11
"Illinois","Williamson County","Total Covered",1378,39259.01,17
"Illinois","Winnebago County","Total Covered",5943,47913.01,16
"Illinois","Woodford County","Total Covered",746,40483.01,15
"Illinois","Unknown Or Undefined","Total Covered",46991,88402.01,20
"Indiana","Adams County","Total Covered",703,38050.01,12
"Indiana","Allen County","Total Covered",8845,46225.01,12
"Indiana","Bartholomew County","Total Covered",1921,55926.01,18
"Indiana","Benton County","Total Covered",220,39784.01,13
"Indiana","Blackford County","Total Covered",234,36842.01,16
"Indiana","Boone County","Total Covered",1784,43679.01,12
"Indiana","Brown County","Total Covered",317,27030.01,12
"Indiana","Carroll County","Total Covered",386,37196.01,14
"Indiana","Cass County","Total Covered",700,36985.01,11
"Indiana","Clark County","Total Covered",2523,41160.01,12
"Indiana","Clay County","Total Covered",495,34515.01,11
"Indiana","Clinton County","Total Covered",592,40851.01,14
"Indiana","Crawford County","Total Covered",158,32028.01,15
"Indiana","Daviess County","Total Covered",892,36489.01,14
"Indiana","Dearborn County","Total Covered",995,38296.01,15
"Indiana","Decatur County","Total Covered",651,46513.01,14
"Indiana","DeKalb County","Total Covered",975,48481.01,13
"Indiana","Delaware County","Total Covered",2182,39699.01,15
"Indiana","Dubois County","Total Covered",1293,42388.01,13
"Indiana","Elkhart County","Total Covered",4731,49002.01,14
"Indiana","Fayette County","Total Covered",423,36083.01,14
"Indiana","Floyd County","Total Covered",1820,41751.01,12
"Indiana","Fountain County","Total Covered",334,34953.01,15
"Indiana","Franklin County","Total Covered",359,33966.01,15
"Indiana","Fulton County","Total Covered",475,37588.01,13
"Indiana","Gibson County","Total Covered",736,52155.01,13
"Indiana","Grant County","Total Covered",1218,39783.01,12
"Indiana","Greene County","Total Covered",576,35113.01,13
"Indiana","Hamilton County","Total Covered",9445,53948.01,15
"Indiana","Hancock County","Total Covered",1564,43914.01,14
"Indiana","Harrison County","Total Covered",684,36523.01,15
"Indiana","Hendricks County","Total Covered",3314,38922.01,16
"Indiana","Henry County","Total Covered",813,36562.01,12
"Indiana","Howard County","Total Covered",1705,48481.01,13
"Indiana","Huntington County","Total Covered",878,39006.01,17
"Indiana","Jackson County","Total Covered",976,45679.01,14
"Indiana","Jasper County","Total Covered",798,41312.01,13
